Country Name,Sex,Year,HCI
Brunei Darussalam,Female,2020,0.644950985908508
Bhutan,Female,2020,0.474738478660584
Botswana,Female,2020,0.4402756690979
Central African Republic,Female,2020,
Canada,Female,2020,0.81040757894516
Central Europe and the Baltics,Female,2020,
Switzerland,Female,2020,0.764990091323853
Channel Islands,Female,2020,
Chile,Female,2020,0.665782749652863
China,Female,2020,0.659177899360657
Cote d'Ivoire,Female,2020,0.377775400876999
Cameroon,Female,2020,0.39703580737114
"Congo, Dem. Rep.",Female,2020,0.367898046970367
"Congo, Rep.",Female,2020,0.427964061498642
Colombia,Female,2020,0.61432945728302
Comoros,Female,2020,0.413343548774719
Cabo Verde,Female,2020,
Costa Rica,Female,2020,0.642893075942993
Caribbean small states,Female,2020,
Cuba,Female,2020,
Curacao,Female,2020,
Cayman Islands,Female,2020,
Cyprus,Female,2020,0.762677609920502
Czechia,Female,2020,0.774382770061493
Germany,Female,2020,0.767585933208466
Djibouti,Female,2020,
Dominica,Female,2020,0.576948285102844
Denmark,Female,2020,0.773608803749084
Dominican Republic,Female,2020,0.523185312747955
Algeria,Female,2020,0.556641519069672
East Asia & Pacific (excluding high income),Female,2020,
Early-demographic dividend,Female,2020,
East Asia & Pacific,Female,2020,
Europe & Central Asia (excluding high income),Female,2020,
Europe & Central Asia,Female,2020,
Ecuador,Female,2020,0.612971484661102
"Egypt, Arab Rep.",Female,2020,0.514056205749512
Euro area,Female,2020,
Eritrea,Female,2020,
Spain,Female,2020,0.740165054798126
Estonia,Female,2020,0.810546338558197
Ethiopia,Female,2020,0.384157001972198
European Union,Female,2020,
Fragile and conflict affected situations,Female,2020,
Finland,Female,2020,0.830132901668549
Fiji,Female,2020,0.532201945781708
France,Female,2020,0.780937075614929
Faroe Islands,Female,2020,
"Micronesia, Fed. Sts.",Female,2020,0.526513814926147
Gabon,Female,2020,0.472926050424576
United Kingdom,Female,2020,0.79137521982193
Georgia,Female,2020,0.612048208713531
Ghana,Female,2020,0.457844108343124
Gibraltar,Female,2020,
Guinea,Female,2020,0.35746556520462
"Gambia, The",Female,2020,0.435574263334274
Guinea-Bissau,Female,2020,
Equatorial Guinea,Female,2020,
Greece,Female,2020,0.71257758140564
Grenada,Female,2020,0.596690475940704
Greenland,Female,2020,
Guatemala,Female,2020,0.470941007137299
Guam,Female,2020,
Guyana,Female,2020,0.516098380088806
High income,Female,2020,
"Hong Kong SAR, China",Female,2020,0.84778493642807
Honduras,Female,2020,0.492796123027802
Heavily indebted poor countries (HIPC),Female,2020,
Croatia,Female,2020,0.738965690135956
Haiti,Female,2020,0.459646105766296
Hungary,Female,2020,0.706308364868164
IBRD only,Female,2020,
IDA & IBRD total,Female,2020,
IDA total,Female,2020,
IDA blend,Female,2020,
Indonesia,Female,2020,0.556612551212311
IDA only,Female,2020,
Isle of Man,Female,2020,
India,Female,2020,0.500491142272949
Not classified,Female,2020,
Ireland,Female,2020,0.804584622383118
"Iran, Islamic Rep.",Female,2020,0.612076938152313
Iraq,Female,2020,0.42350509762764
Iceland,Female,2020,0.768019616603851
Israel,Female,2020,0.763505160808563
Italy,Female,2020,0.73801600933075
Jamaica,Female,2020,0.562048852443695
Jordan,Female,2020,0.580353617668152
Japan,Female,2020,
Kazakhstan,Female,2020,0.652432024478912
Kenya,Female,2020,
Kyrgyz Republic,Female,2020,0.616739988327026
Cambodia,Female,2020,
Kiribati,Female,2020,0.536563277244568
St. Kitts and Nevis,Female,2020,0.599641740322113
"Korea, Rep.",Female,2020,0.814612150192261
Kuwait,Female,2020,0.596433877944946
Latin America & Caribbean (excluding high income),Female,2020,
Lao PDR,Female,2020,0.465303003787994
Lebanon,Female,2020,
Liberia,Female,2020,0.323783546686172
Libya,Female,2020,
St. Lucia,Female,2020,0.627076208591461
Latin America & Caribbean,Female,2020,
Least developed countries: UN classification,Female,2020,
Low income,Female,2020,
Liechtenstein,Female,2020,
Sri Lanka,Female,2020,
Lower middle income,Female,2020,
Low & middle income,Female,2020,
Lesotho,Female,2020,
Late-demographic dividend,Female,2020,
Lithuania,Female,2020,0.756461381912231
Luxembourg,Female,2020,0.700147926807404
Latvia,Female,2020,0.751386106014252
"Macao SAR, China",Female,2020,0.817906618118286
St. Martin (French part),Female,2020,
Morocco,Female,2020,0.51598459482193
Monaco,Female,2020,
Moldova,Female,2020,0.606849312782288
Madagascar,Female,2020,0.403589576482773
Maldives,Female,2020,
Middle East & North Africa,Female,2020,
Mexico,Female,2020,0.626666724681854
Marshall Islands,Female,2020,0.444823205471039
Middle income,Female,2020,
North Macedonia,Female,2020,0.573443412780762
Mali,Female,2020,0.317583799362183
Malta,Female,2020,0.738353133201599
Myanmar,Female,2020,0.494565486907959
Middle East & North Africa (excluding high income),Female,2020,
Montenegro,Female,2020,0.640461683273315
Mongolia,Female,2020,0.636095881462097
Northern Mariana Islands,Female,2020,
Mozambique,Female,2020,
Mauritania,Female,2020,0.392688602209091
Mauritius,Female,2020,
Malawi,Female,2020,
Malaysia,Female,2020,0.633914470672607
North America,Female,2020,
Namibia,Female,2020,
New Caledonia,Female,2020,
Niger,Female,2020,0.313337087631226
Nigeria,Female,2020,0.366005271673203
Nicaragua,Female,2020,0.527015268802643
Netherlands,Female,2020,0.807196140289307
Norway,Female,2020,0.793130159378052
Nepal,Female,2020,
Nauru,Female,2020,0.530889987945557
New Zealand,Female,2020,0.791058838367462
OECD members,Female,2020,
Oman,Female,2020,0.647709429264069
Other small states,Female,2020,
Pakistan,Female,2020,0.401173025369644
Panama,Female,2020,0.518514454364777
Peru,Female,2020,0.604822814464569
Philippines,Female,2020,0.538472712039948
Palau,Female,2020,0.615811944007874
Papua New Guinea,Female,2020,0.428595125675201
Poland,Female,2020,0.786230027675629
Pre-demographic dividend,Female,2020,
Puerto Rico,Female,2020,
"Korea, Dem. People's Rep.",Female,2020,
Portugal,Female,2020,0.781325161457062
Paraguay,Female,2020,0.531051993370056
West Bank and Gaza,Female,2020,0.606856763362885
Pacific island small states,Female,2020,
Post-demographic dividend,Female,2020,
French Polynesia,Female,2020,
Qatar,Female,2020,0.66991251707077
Romania,Female,2020,0.611310243606567
Russian Federation,Female,2020,0.726288616657257
Rwanda,Female,2020,0.393795281648636
South Asia,Female,2020,
Saudi Arabia,Female,2020,0.595406949520111
Sudan,Female,2020,0.385359644889831
Senegal,Female,2020,0.439563810825348
Singapore,Female,2020,0.889894485473633
Solomon Islands,Female,2020,0.433454364538193
Sierra Leone,Female,2020,0.370112121105194
El Salvador,Female,2020,0.567954182624817
San Marino,Female,2020,
Somalia,Female,2020,
Serbia,Female,2020,0.695207178592682
Sub-Saharan Africa (excluding high income),Female,2020,
South Sudan,Female,2020,
Sub-Saharan Africa,Female,2020,
Small states,Female,2020,
Sao Tome and Principe,Female,2020,
Suriname,Female,2020,
Slovak Republic,Female,2020,0.691269516944885
Slovenia,Female,2020,0.802693843841553
Sweden,Female,2020,0.81018739938736
Eswatini,Female,2020,
Sint Maarten (Dutch part),Female,2020,
Seychelles,Female,2020,
Syrian Arab Republic,Female,2020,
Turks and Caicos Islands,Female,2020,
Chad,Female,2020,0.291588336229324
East Asia & Pacific (IDA & IBRD countries),Female,2020,
Europe & Central Asia (IDA & IBRD countries),Female,2020,
Togo,Female,2020,0.429673373699188
Thailand,Female,2020,0.632246077060699
Tajikistan,Female,2020,
Turkmenistan,Female,2020,
Latin America & the Caribbean (IDA & IBRD countries),Female,2020,
Timor-Leste,Female,2020,0.473410695791245
Middle East & North Africa (IDA & IBRD countries),Female,2020,
Tonga,Female,2020,0.556941568851471
South Asia (IDA & IBRD),Female,2020,
Sub-Saharan Africa (IDA & IBRD countries),Female,2020,
Trinidad and Tobago,Female,2020,
Tunisia,Female,2020,0.539442479610443
Turkiye,Female,2020,0.658373713493347
Tuvalu,Female,2020,0.471371114253998
Tanzania,Female,2020,0.401201248168945
Uganda,Female,2020,
Ukraine,Female,2020,0.676541686058044
Upper middle income,Female,2020,
Uruguay,Female,2020,0.623575031757355
United States,Female,2020,0.720416069030762
Uzbekistan,Female,2020,0.631185710430145
St. Vincent and the Grenadines,Female,2020,0.570512056350708
"Venezuela, RB",Female,2020,
British Virgin Islands,Female,2020,
Virgin Islands (U.S.),Female,2020,
Vietnam,Female,2020,0.727666437625885
Vanuatu,Female,2020,0.468286424875259
World,Female,2020,
Samoa,Female,2020,0.581076741218567
Kosovo,Female,2020,0.584028899669647
"Yemen, Rep.",Female,2020,0.367066323757172
South Africa,Female,2020,0.445561945438385
Zambia,Female,2020,
Zimbabwe,Female,2020,
Aruba,Male,2010,
Africa Eastern and Southern,Male,2010,
Afghanistan,Male,2010,
Africa Western and Central,Male,2010,
Angola,Male,2010,
Albania,Male,2010,0.523979902267456
Andorra,Male,2010,
Arab World,Male,2010,
United Arab Emirates,Male,2010,0.597351372241974
Argentina,Male,2010,0.565431118011475
Armenia,Male,2010,
American Samoa,Male,2010,
Antigua and Barbuda,Male,2010,
Australia,Male,2010,0.738740682601929
Austria,Male,2010,0.722867131233215
Azerbaijan,Male,2010,0.48643285036087
Burundi,Male,2010,0.339669853448868
Belgium,Male,2010,0.73956686258316
Benin,Male,2010,0.370884656906128
Burkina Faso,Male,2010,0.321265786886215
Bangladesh,Male,2010,
Bulgaria,Male,2010,0.611562728881836
Bahrain,Male,2010,0.5803142786026
"Bahamas, The",Male,2010,
Bosnia and Herzegovina,Male,2010,
Belarus,Male,2010,
Belize,Male,2010,
Bermuda,Male,2010,
Bolivia,Male,2010,
Brazil,Male,2010,
Barbados,Male,2010,
Brunei Darussalam,Male,2010,
Bhutan,Male,2010,
Botswana,Male,2010,0.3442342877388
Central African Republic,Male,2010,
Canada,Male,2010,0.762514710426331
Central Europe and the Baltics,Male,2010,
Switzerland,Male,2010,0.759455025196075
Channel Islands,Male,2010,
Chile,Male,2010,0.610024809837341
China,Male,2010,
Cote d'Ivoire,Male,2010,0.306344568729401
Cameroon,Male,2010,0.383415877819061
"Congo, Dem. Rep.",Male,2010,
"Congo, Rep.",Male,2010,0.40797609090805
Colombia,Male,2010,0.574842751026154
Comoros,Male,2010,
Cabo Verde,Male,2010,
Costa Rica,Male,2010,0.585023760795593
Caribbean small states,Male,2010,
Cuba,Male,2010,
Curacao,Male,2010,
Cayman Islands,Male,2010,
Cyprus,Male,2010,0.663563966751099
Czechia,Male,2010,0.700719118118286
Germany,Male,2010,0.744471967220306
Djibouti,Male,2010,
Dominica,Male,2010,
Denmark,Male,2010,0.737509250640869
Dominican Republic,Male,2010,
Algeria,Male,2010,0.518848776817322
East Asia & Pacific (excluding high income),Male,2010,
Early-demographic dividend,Male,2010,
East Asia & Pacific,Male,2010,
Europe & Central Asia (excluding high income),Male,2010,
Europe & Central Asia,Male,2010,
Ecuador,Male,2010,0.512530982494354
"Egypt, Arab Rep.",Male,2010,0.466950982809067
Euro area,Male,2010,
Eritrea,Male,2010,
Spain,Male,2010,0.690746784210205
Estonia,Male,2010,0.682543456554413
Ethiopia,Male,2010,
European Union,Male,2010,
Fragile and conflict affected situations,Male,2010,
Finland,Male,2010,0.784170687198639
Fiji,Male,2010,
France,Male,2010,0.736638903617859
Faroe Islands,Male,2010,
"Micronesia, Fed. Sts.",Male,2010,
Gabon,Male,2010,
United Kingdom,Male,2010,0.756516218185425
Georgia,Male,2010,0.493191033601761
Ghana,Male,2010,
Gibraltar,Male,2010,
Guinea,Male,2010,
"Gambia, The",Male,2010,0.365373194217682
Guinea-Bissau,Male,2010,
Equatorial Guinea,Male,2010,
Greece,Male,2010,0.692765891551971
Grenada,Male,2010,
Greenland,Male,2010,
Guatemala,Male,2010,0.435868471860886
Guam,Male,2010,
Guyana,Male,2010,
High income,Male,2010,
"Hong Kong SAR, China",Male,2010,0.7618448138237
Honduras,Male,2010,
Heavily indebted poor countries (HIPC),Male,2010,
Croatia,Male,2010,0.655934572219849
Haiti,Male,2010,
Hungary,Male,2010,0.656023323535919
IBRD only,Male,2010,
IDA & IBRD total,Male,2010,
IDA total,Male,2010,
IDA blend,Male,2010,
Indonesia,Male,2010,0.482887595891953
IDA only,Male,2010,
Isle of Man,Male,2010,
India,Male,2010,
Not classified,Male,2010,
Ireland,Male,2010,0.743606269359589
"Iran, Islamic Rep.",Male,2010,0.552323698997498
Iraq,Male,2010,
Iceland,Male,2010,0.738951683044434
Israel,Male,2010,0.695788502693176
Italy,Male,2010,0.73397034406662
Jamaica,Male,2010,
Jordan,Male,2010,0.530354261398315
Japan,Male,2010,
Kazakhstan,Male,2010,0.560276806354523
Kenya,Male,2010,
Kyrgyz Republic,Male,2010,
Cambodia,Male,2010,
Kiribati,Male,2010,
St. Kitts and Nevis,Male,2010,
"Korea, Rep.",Male,2010,0.800265252590179
Kuwait,Male,2010,0.540912866592407
Latin America & Caribbean (excluding high income),Male,2010,
Lao PDR,Male,2010,
Lebanon,Male,2010,
Liberia,Male,2010,
Libya,Male,2010,
St. Lucia,Male,2010,
Latin America & Caribbean,Male,2010,
Least developed countries: UN classification,Male,2010,
Low income,Male,2010,
Liechtenstein,Male,2010,
Sri Lanka,Male,2010,
Lower middle income,Male,2010,
Low & middle income,Male,2010,
Lesotho,Male,2010,0.322632700204849
Late-demographic dividend,Male,2010,
Lithuania,Male,2010,0.629938721656799
Luxembourg,Male,2010,0.683625042438507
Latvia,Male,2010,0.627533793449402
"Macao SAR, China",Male,2010,0.627212822437286
St. Martin (French part),Male,2010,
Morocco,Male,2010,0.475174725055695
Monaco,Male,2010,
Moldova,Male,2010,0.531514704227448
Madagascar,Male,2010,0.381160885095596
Maldives,Male,2010,
Middle East & North Africa,Male,2010,
Mexico,Male,2010,0.574441850185394
Marshall Islands,Male,2010,
Middle income,Male,2010,
North Macedonia,Male,2010,0.527448773384094
Mali,Male,2010,
Malta,Male,2010,0.646765112876892
Myanmar,Male,2010,
Middle East & North Africa (excluding high income),Male,2010,
Montenegro,Male,2010,0.566435575485229
Mongolia,Male,2010,
Northern Mariana Islands,Male,2010,
Mozambique,Male,2010,
Mauritania,Male,2010,
Mauritius,Male,2010,0.580362975597382
Malawi,Male,2010,0.351649969816208
Malaysia,Male,2010,0.563526630401611
North America,Male,2010,
Namibia,Male,2010,0.381716281175613
New Caledonia,Male,2010,
Niger,Male,2010,
Nigeria,Male,2010,
Nicaragua,Male,2010,
Netherlands,Male,2010,0.789615035057068
Norway,Male,2010,0.753084599971771
Nepal,Male,2010,
Nauru,Male,2010,
New Zealand,Male,2010,0.75687700510025
OECD members,Male,2010,
Oman,Male,2010,0.521811366081238
Other small states,Male,2010,
Pakistan,Male,2010,
Panama,Male,2010,0.49321699142456
Peru,Male,2010,0.532018780708313
Philippines,Male,2010,
Palau,Male,2010,
Papua New Guinea,Male,2010,
Poland,Male,2010,
Pre-demographic dividend,Male,2010,
Puerto Rico,Male,2010,
"Korea, Dem. People's Rep.",Male,2010,
Portugal,Male,2010,0.718997120857239
Paraguay,Male,2010,0.501344621181488
West Bank and Gaza,Male,2010,
Pacific island small states,Male,2010,
Post-demographic dividend,Male,2010,
French Polynesia,Male,2010,
Qatar,Male,2010,0.574957966804504
Romania,Male,2010,0.56836199760437
Russian Federation,Male,2010,
Rwanda,Male,2010,
South Asia,Male,2010,
Saudi Arabia,Male,2010,0.537692129611969
Sudan,Male,2010,
Senegal,Male,2010,0.381450742483139
Singapore,Male,2010,0.833346128463745
Solomon Islands,Male,2010,
Sierra Leone,Male,2010,
El Salvador,Male,2010,
San Marino,Male,2010,
Somalia,Male,2010,
Serbia,Male,2010,0.63464480638504
Sub-Saharan Africa (excluding high income),Male,2010,
South Sudan,Male,2010,
Sub-Saharan Africa,Male,2010,
Small states,Male,2010,
Sao Tome and Principe,Male,2010,
Suriname,Male,2010,
Slovak Republic,Male,2010,0.645622968673706
Slovenia,Male,2010,0.719783544540405
Sweden,Male,2010,0.745028555393219
Eswatini,Male,2010,0.297386258840561
Sint Maarten (Dutch part),Male,2010,
Seychelles,Male,2010,0.567603468894959
Syrian Arab Republic,Male,2010,
Turks and Caicos Islands,Male,2010,
Chad,Male,2010,0.293964684009552
East Asia & Pacific (IDA & IBRD countries),Male,2010,
Europe & Central Asia (IDA & IBRD countries),Male,2010,
Togo,Male,2010,0.369066774845123
Thailand,Male,2010,0.557079195976257
Tajikistan,Male,2010,
Turkmenistan,Male,2010,
Latin America & the Caribbean (IDA & IBRD countries),Male,2010,
Timor-Leste,Male,2010,0.401926994323731
Middle East & North Africa (IDA & IBRD countries),Male,2010,
Tonga,Male,2010,
South Asia (IDA & IBRD),Male,2010,
Sub-Saharan Africa (IDA & IBRD countries),Male,2010,
Trinidad and Tobago,Male,2010,0.51658296585083
Tunisia,Male,2010,0.506048738956451
Turkiye,Male,2010,0.620826661586761
Tuvalu,Male,2010,
Tanzania,Male,2010,
Uganda,Male,2010,
Ukraine,Male,2010,0.590633153915405
Upper middle income,Male,2010,
Uruguay,Male,2010,0.563205182552338
United States,Male,2010,0.678875505924225
Uzbekistan,Male,2010,
St. Vincent and the Grenadines,Male,2010,
"Venezuela, RB",Male,2010,
British Virgin Islands,Male,2010,
Virgin Islands (U.S.),Male,2010,
Vietnam,Male,2010,0.634341835975647
Vanuatu,Male,2010,
World,Male,2010,
Samoa,Male,2010,
Kosovo,Male,2010,
"Yemen, Rep.",Male,2010,
South Africa,Male,2010,0.417664229869842
Zambia,Male,2010,
Zimbabwe,Male,2010,0.404931962490082
Aruba,Male,2017,
Africa Eastern and Southern,Male,2017,
Afghanistan,Male,2017,0.395
Africa Western and Central,Male,2017,
Angola,Male,2017,0.365
Albania,Male,2017,0.606
Andorra,Male,2017,
Arab World,Male,2017,
United Arab Emirates,Male,2017,
Argentina,Male,2017,0.59
Armenia,Male,2017,0.551
American Samoa,Male,2017,
Antigua and Barbuda,Male,2017,
Australia,Male,2017,0.779
Austria,Male,2017,0.785
Azerbaijan,Male,2017,
Burundi,Male,2017,0.374
Belgium,Male,2017,0.749
Benin,Male,2017,0.408
Burkina Faso,Male,2017,0.354
Bangladesh,Male,2017,0.465
Bulgaria,Male,2017,0.648
Bahrain,Male,2017,0.641
"Bahamas, The",Male,2017,
Bosnia and Herzegovina,Male,2017,0.61
Belarus,Male,2017,
Belize,Male,2017,
Bermuda,Male,2017,
Bolivia,Male,2017,
Brazil,Male,2017,
Barbados,Male,2017,
Brunei Darussalam,Male,2017,
Bhutan,Male,2017,
Botswana,Male,2017,0.393
Central African Republic,Male,2017,
Canada,Male,2017,0.79
Central Europe and the Baltics,Male,2017,
Switzerland,Male,2017,0.762
Channel Islands,Male,2017,
Chile,Male,2017,0.667
China,Male,2017,0.657
Cote d'Ivoire,Male,2017,0.325
Cameroon,Male,2017,0.395
"Congo, Dem. Rep.",Male,2017,0.367
"Congo, Rep.",Male,2017,0.392
Colombia,Male,2017,0.579
Comoros,Male,2017,0.409
Cabo Verde,Male,2017,
Costa Rica,Male,2017,0.597
Caribbean small states,Male,2017,
Cuba,Male,2017,
Curacao,Male,2017,
Cayman Islands,Male,2017,
Cyprus,Male,2017,0.743
Czechia,Male,2017,0.764
Germany,Male,2017,0.783
Djibouti,Male,2017,
Dominica,Male,2017,
Denmark,Male,2017,0.76
Dominican Republic,Male,2017,0.476
Algeria,Male,2017,0.504
East Asia & Pacific (excluding high income),Male,2017,
Early-demographic dividend,Male,2017,
East Asia & Pacific,Male,2017,
Europe & Central Asia (excluding high income),Male,2017,
Europe & Central Asia,Male,2017,
Ecuador,Male,2017,0.587
"Egypt, Arab Rep.",Male,2017,0.468
Euro area,Male,2017,
Eritrea,Male,2017,
Spain,Male,2017,0.729
Estonia,Male,2017,0.714
Ethiopia,Male,2017,0.383
European Union,Male,2017,
Fragile and conflict affected situations,Male,2017,
Finland,Male,2017,0.784
Fiji,Male,2017,
France,Male,2017,
Faroe Islands,Male,2017,
"Micronesia, Fed. Sts.",Male,2017,
Gabon,Male,2017,0.439
United Kingdom,Male,2017,0.773
Georgia,Male,2017,0.554
Ghana,Male,2017,0.432
Gibraltar,Male,2017,
Guinea,Male,2017,0.377
"Gambia, The",Male,2017,
Guinea-Bissau,Male,2017,
Equatorial Guinea,Male,2017,
Greece,Male,2017,0.658
Grenada,Male,2017,
Greenland,Male,2017,
Guatemala,Male,2017,0.45
Guam,Male,2017,
Guyana,Male,2017,0.472
High income,Male,2017,
"Hong Kong SAR, China",Male,2017,0.81
Honduras,Male,2017,0.478
Heavily indebted poor countries (HIPC),Male,2017,
Croatia,Male,2017,0.699
Haiti,Male,2017,0.432
Hungary,Male,2017,0.678
IBRD only,Male,2017,
IDA & IBRD total,Male,2017,
IDA total,Male,2017,
IDA blend,Male,2017,
Indonesia,Male,2017,0.521
IDA only,Male,2017,
Isle of Man,Male,2017,
India,Male,2017,0.429
Not classified,Male,2017,
Ireland,Male,2017,
"Iran, Islamic Rep.",Male,2017,0.565
Iraq,Male,2017,0.386
Iceland,Male,2017,0.723
Israel,Male,2017,
Italy,Male,2017,0.764
Jamaica,Male,2017,0.5
Jordan,Male,2017,0.537
Japan,Male,2017,
Kazakhstan,Male,2017,0.714
Kenya,Male,2017,
Kyrgyz Republic,Male,2017,0.558
Cambodia,Male,2017,
Kiribati,Male,2017,
St. Kitts and Nevis,Male,2017,
"Korea, Rep.",Male,2017,0.813
Kuwait,Male,2017,0.539
Latin America & Caribbean (excluding high income),Male,2017,
Lao PDR,Male,2017,0.44
Lebanon,Male,2017,0.54
Liberia,Male,2017,0.314
Libya,Male,2017,
St. Lucia,Male,2017,
Latin America & Caribbean,Male,2017,
Least developed countries: UN classification,Male,2017,
Low income,Male,2017,
Liechtenstein,Male,2017,
Sri Lanka,Male,2017,
Lower middle income,Male,2017,
Low & middle income,Male,2017,
Lesotho,Male,2017,
Late-demographic dividend,Male,2017,
Lithuania,Male,2017,0.666
Luxembourg,Male,2017,0.678
Latvia,Male,2017,0.678
"Macao SAR, China",Male,2017,0.732
St. Martin (French part),Male,2017,
Morocco,Male,2017,0.49
Monaco,Male,2017,
Moldova,Male,2017,0.558
Madagascar,Male,2017,0.371
Maldives,Male,2017,
Middle East & North Africa,Male,2017,
Mexico,Male,2017,0.595
Marshall Islands,Male,2017,
Middle income,Male,2017,
North Macedonia,Male,2017,0.521
Mali,Male,2017,0.318
Malta,Male,2017,0.675
Myanmar,Male,2017,0.458
Middle East & North Africa (excluding high income),Male,2017,
Montenegro,Male,2017,
Mongolia,Male,2017,
Northern Mariana Islands,Male,2017,
Mozambique,Male,2017,
Mauritania,Male,2017,0.337
Mauritius,Male,2017,
Malawi,Male,2017,
Malaysia,Male,2017,0.601
North America,Male,2017,
Namibia,Male,2017,
New Caledonia,Male,2017,
Niger,Male,2017,0.317
Nigeria,Male,2017,0.345
Nicaragua,Male,2017,0.513
Netherlands,Male,2017,0.787
Norway,Male,2017,0.756
Nepal,Male,2017,
Nauru,Male,2017,
New Zealand,Male,2017,0.751
OECD members,Male,2017,
Oman,Male,2017,0.589
Other small states,Male,2017,
Pakistan,Male,2017,0.393
Panama,Male,2017,0.517
Peru,Male,2017,0.563
Philippines,Male,2017,0.521
Palau,Male,2017,
Papua New Guinea,Male,2017,0.386
Poland,Male,2017,0.716
Pre-demographic dividend,Male,2017,
Puerto Rico,Male,2017,
"Korea, Dem. People's Rep.",Male,2017,
Portugal,Male,2017,0.767
Paraguay,Male,2017,0.531
West Bank and Gaza,Male,2017,0.533
Pacific island small states,Male,2017,
Post-demographic dividend,Male,2017,
French Polynesia,Male,2017,
Qatar,Male,2017,0.587
Romania,Male,2017,0.576
Russian Federation,Male,2017,0.679
Rwanda,Male,2017,0.361
South Asia,Male,2017,
Saudi Arabia,Male,2017,0.561
Sudan,Male,2017,
Senegal,Male,2017,0.408
Singapore,Male,2017,0.871
Solomon Islands,Male,2017,0.435
Sierra Leone,Male,2017,0.35
El Salvador,Male,2017,0.49
San Marino,Male,2017,
Somalia,Male,2017,
Serbia,Male,2017,0.74
Sub-Saharan Africa (excluding high income),Male,2017,
South Sudan,Male,2017,
Sub-Saharan Africa,Male,2017,
Small states,Male,2017,
Sao Tome and Principe,Male,2017,
Suriname,Male,2017,
Slovak Republic,Male,2017,0.671
Slovenia,Male,2017,0.766
Sweden,Male,2017,0.786
Eswatini,Male,2017,
Sint Maarten (Dutch part),Male,2017,
Seychelles,Male,2017,
Syrian Arab Republic,Male,2017,
Turks and Caicos Islands,Male,2017,
Chad,Male,2017,0.298
East Asia & Pacific (IDA & IBRD countries),Male,2017,
Europe & Central Asia (IDA & IBRD countries),Male,2017,
Togo,Male,2017,0.416
Thailand,Male,2017,0.591
Tajikistan,Male,2017,0.536
Turkmenistan,Male,2017,
Latin America & the Caribbean (IDA & IBRD countries),Male,2017,
Timor-Leste,Male,2017,0.433
Middle East & North Africa (IDA & IBRD countries),Male,2017,
Tonga,Male,2017,0.475
South Asia (IDA & IBRD),Male,2017,
Sub-Saharan Africa (IDA & IBRD countries),Male,2017,
Trinidad and Tobago,Male,2017,
Tunisia,Male,2017,0.488
Turkiye,Male,2017,0.601
Tuvalu,Male,2017,
Tanzania,Male,2017,0.39
Uganda,Male,2017,
Ukraine,Male,2017,0.609
Upper middle income,Male,2017,
Uruguay,Male,2017,
United States,Male,2017,0.726
Uzbekistan,Male,2017,
St. Vincent and the Grenadines,Male,2017,
"Venezuela, RB",Male,2017,
British Virgin Islands,Male,2017,
Virgin Islands (U.S.),Male,2017,
Vietnam,Male,2017,
Vanuatu,Male,2017,0.46
World,Male,2017,
Samoa,Male,2017,
Kosovo,Male,2017,0.546
"Yemen, Rep.",Male,2017,0.374
South Africa,Male,2017,0.362
Zambia,Male,2017,
Zimbabwe,Male,2017,
Aruba,Male,2018,
Africa Eastern and Southern,Male,2018,
Afghanistan,Male,2018,0.405022948980331
Africa Western and Central,Male,2018,
Angola,Male,2018,0.366803884506226
Albania,Male,2018,0.598655641078949
Andorra,Male,2018,
Arab World,Male,2018,
United Arab Emirates,Male,2018,0.667604267597198
Argentina,Male,2018,0.607066631317139
Armenia,Male,2018,0.558102667331696
American Samoa,Male,2018,
Antigua and Barbuda,Male,2018,0.559216916561127
Australia,Male,2018,0.766766428947449
Austria,Male,2018,0.758228123188019
Azerbaijan,Male,2018,0.613982617855072
Burundi,Male,2018,0.373819798231125
Belgium,Male,2018,0.754185914993286
Benin,Male,2018,0.395908683538437
Burkina Faso,Male,2018,0.375307559967041
Bangladesh,Male,2018,0.446381837129593
Bulgaria,Male,2018,0.653771042823792
Bahrain,Male,2018,0.638173401355743
"Bahamas, The",Male,2018,
Bosnia and Herzegovina,Male,2018,0.6115403175354
Belarus,Male,2018,
Belize,Male,2018,
Bermuda,Male,2018,
Bolivia,Male,2018,
Brazil,Male,2018,
Barbados,Male,2018,
Brunei Darussalam,Male,2018,
Bhutan,Male,2018,
Botswana,Male,2018,0.386975705623627
Central African Republic,Male,2018,
Canada,Male,2018,0.790175378322601
Central Europe and the Baltics,Male,2018,
Switzerland,Male,2018,0.761121869087219
Channel Islands,Male,2018,
Chile,Male,2018,0.65339457988739
China,Male,2018,0.640095114707947
Cote d'Ivoire,Male,2018,0.373427003622055
Cameroon,Male,2018,0.393718183040619
"Congo, Dem. Rep.",Male,2018,0.363277107477188
"Congo, Rep.",Male,2018,0.409229189157486
Colombia,Male,2018,0.585716128349304
Comoros,Male,2018,0.396073430776596
Cabo Verde,Male,2018,
Costa Rica,Male,2018,0.590334892272949
Caribbean small states,Male,2018,
Cuba,Male,2018,
Curacao,Male,2018,
Cayman Islands,Male,2018,
Cyprus,Male,2018,0.747202694416046
Czechia,Male,2018,0.748405873775482
Germany,Male,2018,0.751320600509644
Djibouti,Male,2018,
Dominica,Male,2018,0.527659296989441
Denmark,Male,2018,0.756360411643982
Dominican Republic,Male,2018,0.48892217874527
Algeria,Male,2018,0.513784050941467
